dish_id,ingredient_id,name,grams,calories,fat,carbohydrates,protein
dish_1563476551,133,shallots,6.266546,1.2533092,0.012533092,0.206796018,0.09399819
dish_1563476551,332,salmon,208.884857,371.81504546,16.71078856,0.0,50.13236568
dish_1563476551,46,mushroom,11.441095,2.5170409,0.034323285,0.377556135,0.354673945
dish_1563476551,540,ginger,1.044424,0.8355392,0.008355392,0.18799632,0.018799632
dish_1563476551,21,squash,69.333336,14.21333388,0.208000008,2.357333424,0.624000024
dish_1563476551,257,brownies,51.000000,237.711,14.688,25.398,3.162
dish_1563476551,520,lemon juice,2.088849,0.35510433,0.0,0.116975544,0.008355396
dish_1563476551,434,sour cream,3.050959,6.04089882,0.57968221,0.140344114,0.073223016
dish_1563476551,367,lime,0.261106,0.0783318,0.000522212,0.02741613,0.001827742
dish_1563476551,122,garlic,7.792025,11.61011725,0.038960125,2.57136825,0.4986896
dish_1563476551,11,cheese pizza,29.000000,77.111,2.726,9.715,3.248
dish_1563476551,92,wine,1.525479,1.29665715,0.0,0.039662454,0.001525479
dish_1563476551,341,cream,3.050959,10.260375117,1.116650994,0.082375893,0.085426852
dish_1563476551,23,brown rice,41.776970,46.3724367,0.37599273,9.6087031,1.08620122
dish_1563476551,448,jalapenos,2.088849,0.60576621,0.008355396,0.135775185,0.018799641
dish_1563476551,36,spinach (raw),18.071640,4.1564772,0.07228656,0.65057904,0.52407756
dish_1563476551,25,beef,76.273972,190.68493,11.4410958,0.0,19.83123272
dish_1563476551,74,pasta,61.019180,80.30124088,0.67121098,15.13275664,3.11197818
dish_1563476551,518,thyme,0.190685,0.19259185,0.003241645,0.0457644,0.0114411
dish_1563476551,161,olive oil,2.138691,18.90602844,2.138691,0.0,0.0
dish_1563476551,27,broccoli,69.333336,24.2666676,0.277333344,4.85333352,1.664000064
dish_1563476551,94,onions,11.805095,4.722038,0.011805095,1.06245855,0.129856045
dish_1563476551,485,zucchini,69.333336,10.4000004,0.277333344,1.872000072,0.762666696
dish_1563476551,291,salt,0.617555,0.0,0.0,0.0,0.0
dish_1563476551,523,cilantro,2.088849,0.476257572,0.010444245,0.077287413,0.045954678
dish_1563476551,203,chili,0.522212,0.2088848,0.002088848,0.046476868,0.009399816
dish_1559844951,77,almonds,36.000000,208.116,17.82,8.172,8.064
dish_1559844951,5,potatoes,86.000000,66.22,0.086,14.62,1.72
dish_1562963704,73,radishes,3.508434,0.56134944,0.003508434,0.119286756,0.024559038
dish_1562963704,525,bok choy,12.315036,1.60095468,0.024630072,0.270930792,0.18472554
dish_1562963704,189,vinegar,3.508434,0.0,0.0,0.0,0.0
dish_1562963704,291,salt,0.615752,0.0,0.0,0.0,0.0
dish_1562963704,433,roasted potatoes,103.000000,145.23,7.004,18.54,2.163
dish_1562963704,29,mixed greens,17.542168,4.91180704,0.070168672,0.929734904,0.385927696
dish_1562963704,508,soy sauce,5.803123,3.07565519,0.034818738,0.284353027,0.470052963
dish_1562963704,6,caesar salad,104.000000,45.76,2.184,4.472,3.328
dish_1562963704,122,garlic,3.736590,5.5675191,0.01868295,1.2330747,0.23914176
dish_1562963704,328,sugar,9.236277,35.83675476,0.0,9.236277,0.0
dish_1562963704,312,pepper,0.307876,0.1231504,0.000615752,0.028632468,0.00615752
dish_1562963704,26,white rice,12.315036,16.0095468,0.036945108,3.44821008,0.332505972
dish_1562963704,462,pork,86.205254,205.16850452,12.06873556,0.0,22.41336604
dish_1562963704,180,rice noodles,35.084335,38.24192515,0.07016867,8.77108375,0.315759015
dish_1562963704,152,cabbage,17.542168,3.68385528,0.08771084,0.561349376,0.228048184
dish_1562963704,380,pizza,52.000000,138.32,5.044,17.16,5.72
dish_1562963704,161,olive oil,1.754217,15.50727828,1.754217,0.0,0.0
dish_1562963704,45,carrot,8.771084,3.59614444,0.017542168,0.8771084,0.078939756
dish_1562963704,535,green onions,1.754217,0.56134944,0.003508434,0.12279519,0.031575906
dish_1566417398,126,mustard,0.406360,0.24909868,0.01340988,0.0243816,0.01503532
dish_1566417398,189,vinegar,2.600707,0.0,0.0,0.0,0.0
dish_1566417398,29,mixed greens,32.508835,9.1024738,0.13003534,1.722968255,0.71519437
dish_1566417398,528,celery root,2.600707,1.09229694,0.007802121,0.239265044,0.039010605
dish_1566417398,161,olive oil,5.201414,45.98049976,5.201414,0.0,0.0
dish_1566417398,291,salt,0.081272,0.0,0.0,0.0,0.0
dish_1566417398,471,cherry tomatoes,2.600707,0.46812726,0.005201414,0.101427573,0.023406363
dish_1561739238,128,egg whites,71.000000,36.92,0.142,0.497,7.1
dish_1561739238,15,hash browns,43.000000,140.18,9.46,13.76,1.118
dish_1561739238,13,berries,61.000000,34.77,0.183,8.54,0.427
dish_1561739238,437,sweet potato,82.000000,62.32,0.0,14.76,0.82
dish_1562611680,523,cilantro,0.066242,0.015103176,0.00033121,0.002450954,0.001457324
dish_1562611680,122,garlic,0.354003,0.52746447,0.001770015,0.11682099,0.022656192
dish_1562611680,161,olive oil,7.088608,62.66329472,7.088608,0.0,0.0
dish_1562611680,392,pepperoni pizza,50.000000,141.0,6.0,16.0,6.0
dish_1562611680,520,lemon juice,0.132484,0.02252228,0.0,0.007419104,0.000529936
dish_1562611680,94,onions,1.589809,0.6359236,0.001589809,0.14308281,0.017487899
dish_1562611680,189,vinegar,3.676788,0.0,0.0,0.0,0.0
dish_1562611680,201,blueberries,7.088608,4.054683776,0.021265824,1.020759552,0.049620256
dish_1562611680,291,salt,0.254640,0.0,0.0,0.0,0.0
dish_1562611680,6,caesar salad,110.000000,48.4,2.31,4.73,3.52
dish_1562611680,10,steak,19.872612,53.85477852,3.77579628,0.0,4.968153
dish_1562611680,72,kale,0.662420,0.3245858,0.00463694,0.0596178,0.02185986
dish_1562611680,448,jalapenos,0.066242,0.01921018,0.000264968,0.00430573,0.000596178
dish_1562611680,36,spinach (raw),44.303799,10.18987377,0.177215196,1.594936764,1.284810171
dish_1562611680,126,mustard,0.443038,0.271582294,0.014620254,0.02658228,0.016392406
dish_1562611680,26,white rice,2.649682,3.4445866,0.007949046,0.74191096,0.071541414
dish_1562611680,73,radishes,7.088608,1.13417728,0.007088608,0.241012672,0.049620256
dish_1562611680,38,pineapple,0.662420,0.33121,0.00066242,0.0861146,0.0033121
dish_1564432238,471,cherry tomatoes,3.638484,0.65492712,0.007276968,0.141900876,0.032746356
dish_1564432238,7,cauliflower,60.000000,15.0,0.18,3.0,1.08
dish_1564432238,367,lime,0.454811,0.1364433,0.000909622,0.047755155,0.003183677
dish_1564432238,116,mayonnaise,1.844660,12.543688,1.383495,0.01106796,0.0184466
dish_1564432238,448,jalapenos,0.115291,0.03343439,0.000461164,0.007493915,0.001037619
dish_1564432238,392,pepperoni pizza,63.000000,177.66,7.56,20.16,7.56
dish_1564432238,524,parsley,0.461165,0.171092215,0.00368932,0.02951456,0.013373785
dish_1564432238,189,vinegar,1.819242,0.0,0.0,0.0,0.0
dish_1564432238,520,lemon juice,0.922330,0.1567961,0.0,0.05165048,0.00368932
dish_1564432238,152,cabbage,9.223301,1.93689321,0.046116505,0.295145632,0.119902913
dish_1564432238,29,mixed greens,13.644315,3.8204082,0.05457726,0.723148695,0.30017493
dish_1564432238,30,lettuce,9.096210,1.3644315,0.01819242,0.26379009,0.12734694
dish_1564432238,291,salt,0.342697,0.0,0.0,0.0,0.0
dish_1564432238,312,pepper,0.344285,0.137714,0.00068857,0.032018505,0.0068857
dish_1564432238,38,pineapple,58.000000,29.0,0.058,7.54,0.29
dish_1564432238,462,pork,69.174751,164.63590738,9.68446514,0.0,17.98543526
dish_1564432238,514,wheat berry,9.223301,8.39320391,0.046116505,1.761650491,0.387378642
dish_1564432238,94,onions,1.819242,0.7276968,0.001819242,0.16373178,0.020011662
dish_1564432238,31,cucumbers,4.548105,0.4548105,0.0,0.0909621,0.04548105
dish_1564432238,161,olive oil,4.099649,36.24089716,4.099649,0.0,0.0
dish_1564432238,122,garlic,0.922330,1.3742717,0.00461165,0.3043689,0.05902912
dish_1564432238,45,carrot,2.305825,0.94538825,0.00461165,0.2305825,0.020752425
dish_1563468327,192,yam,46.226414,57.366979774,0.092452828,13.590565716,0.739622624
dish_1563468327,437,sweet potato,46.226414,35.13207464,0.0,8.32075452,0.46226414
dish_1563468327,1,cottage cheese,83.000000,81.34,3.569,2.822,9.13
dish_1563468327,38,pineapple,107.000000,53.5,0.107,13.91,0.535
dish_1563468327,121,watermelon,132.000000,39.6,0.264,10.032,0.792
dish_1563468327,161,olive oil,5.547170,49.0369828,5.54717,0.0,0.0
dish_1563468327,13,berries,63.000000,35.91,0.189,8.82,0.441
dish_1562862493,8,scrambled eggs,134.000000,198.32,14.74,2.144,13.4
dish_1558549008,471,cherry tomatoes,115.000000,20.7,0.23,4.485,1.035
dish_1560453174,521,basil,0.226489,0.05435736,0.0,0.00452978,0.00905956
dish_1560453174,516,rosemary,0.226489,0.29670059,0.012909873,0.0452978,0.006568181
dish_1560453174,45,carrot,5.592233,2.29281553,0.011184466,0.5592233,0.050330097
dish_1560453174,161,olive oil,12.996382,114.88801688,12.996382,0.0,0.0
dish_1560453174,77,almonds,2.796117,16.164352377,1.384077915,0.634718559,0.626330208
dish_1560453174,520,lemon juice,0.452979,0.07700643,0.0,0.025366824,0.001811916
dish_1560453174,524,parsley,1.152008,0.427394968,0.009216064,0.073728512,0.033408232
dish_1560453174,43,green beans,33.000000,10.23,0.033,2.31,0.594
dish_1560453174,201,blueberries,13.980583,7.996893476,0.041941749,2.013203952,0.097864081
dish_1560453174,28,chicken,90.595764,149.4830106,3.261447504,0.0,28.08468684
dish_1560453174,312,pepper,0.056622,0.0226488,0.000113244,0.005265846,0.00113244
dish_1560453174,291,salt,0.462759,0.0,0.0,0.0,0.0
dish_1560453174,122,garlic,0.452979,0.67493871,0.002264895,0.14948307,0.028990656
dish_1560453174,189,vinegar,2.796117,0.0,0.0,0.0,0.0
dish_1560453174,485,zucchini,4.529788,0.6794682,0.018119152,0.122304276,0.049827668
dish_1560453174,126,mustard,0.699029,0.428504777,0.023067957,0.04194174,0.025864073
dish_1560453174,36,spinach (raw),72.167801,16.59859423,0.288671204,2.598040836,2.092866229
dish_1560453174,518,thyme,0.226489,0.22875389,0.003850313,0.05435736,0.01358934
dish_1560453174,514,wheat berry,9.059577,8.24421507,0.045297885,1.730379207,0.380502234
dish_1560453174,21,squash,4.529788,0.92860654,0.013589364,0.154012792,0.040768092
dish_1562691032,13,berries,85.000000,48.45,0.255,11.9,0.595
dish_1562691032,161,olive oil,0.902439,7.97756076,0.902439,0.0,0.0
dish_1562691032,38,pineapple,80.000000,40.0,0.08,10.4,0.4
dish_1562691032,8,scrambled eggs,147.000000,217.56,16.17,2.352,14.7
dish_1562691032,433,roasted potatoes,66.000000,93.06,4.488,11.88,1.386
dish_1562691032,27,broccoli,36.097561,12.63414635,0.144390244,2.52682927,0.866341464
dish_1563824250,94,onions,43.000000,17.2,0.043,3.87,0.473
dish_1560543755,535,green onions,1.198342,0.38346944,0.002396684,0.08388394,0.021570156
dish_1560543755,28,chicken,43.041904,71.0191416,1.549508544,0.0,13.34299024
dish_1560543755,7,cauliflower,75.000000,18.75,0.225,3.75,1.35
dish_1560543755,43,green beans,1.076048,0.33357488,0.001076048,0.07532336,0.019368864
dish_1560543755,36,spinach (raw),1.076048,0.24749104,0.004304192,0.038737728,0.031205392
dish_1560543755,540,ginger,0.215210,0.172168,0.00172168,0.0387378,0.00387378
dish_1560543755,161,olive oil,1.090737,9.64211508,1.090737,0.0,0.0
dish_1560543755,433,roasted potatoes,86.000000,121.26,5.848,15.48,1.806
dish_1560543755,29,mixed greens,9.831325,2.752771,0.0393253,0.521060225,0.21628915
dish_1560543755,45,carrot,4.915662,2.01542142,0.009831324,0.4915662,0.044240958
dish_1560543755,27,broccoli,1.076048,0.3766168,0.004304192,0.07532336,0.025825152
dish_1560543755,291,salt,0.026901,0.0,0.0,0.0,0.0
dish_1560543755,26,white rice,4.304190,5.595447,0.01291257,1.2051732,0.11621313
dish_1560543755,189,vinegar,2.181475,0.0,0.0,0.0,0.0
dish_1560543755,180,rice noodles,19.662649,21.43228741,0.039325298,4.91566225,0.176963841
dish_1560543755,152,cabbage,9.831325,2.06457825,0.049156625,0.3146024,0.127807225
dish_1560543755,73,radishes,1.966265,0.3146024,0.001966265,0.06685301,0.013763855
dish_1560543755,508,soy sauce,0.706776,0.37459128,0.004240656,0.034632024,0.057248856
dish_1560543755,122,garlic,0.799094,1.19065006,0.00399547,0.26370102,0.051142016
dish_1558549773,36,spinach (raw),10.000000,2.3,0.04,0.36,0.29
dish_1563822597,27,broccoli,29.333334,10.2666669,0.117333336,2.05333338,0.704000016
dish_1563822597,6,caesar salad,88.000000,38.72,1.848,3.784,2.816
dish_1563822597,21,squash,29.333334,6.01333347,0.088000002,0.997333356,0.264000006
dish_1563822597,485,zucchini,29.333334,4.4000001,0.117333336,0.792000018,0.322666674
dish_1566920365,475,salsa,141.000000,40.89,0.282,9.306,2.115
dish_1566920365,437,sweet potato,156.097565,118.6341494,0.0,28.0975617,1.56097565
dish_1566920365,161,olive oil,3.902439,34.49756076,3.902439,0.0,0.0
dish_1566920365,128,egg whites,570.000000,296.4,1.14,3.99,57.0
dish_1563984242,437,sweet potato,80.975609,61.54146284,0.0,14.57560962,0.80975609
dish_1563984242,128,egg whites,472.000000,245.44,0.944,3.304,47.2
dish_1563984242,38,pineapple,62.000000,31.0,0.062,8.06,0.31
dish_1563984242,161,olive oil,2.024390,17.8956076,2.02439,0.0,0.0
dish_1563984242,37,cantaloupe,136.000000,46.24,0.272,10.88,1.088
dish_1558459276,26,white rice,79.000000,102.7,0.237,22.12,2.133
dish_1560974707,94,onions,4.151351,1.6605404,0.004151351,0.37362159,0.045664861
dish_1560974707,36,spinach (raw),25.945946,5.96756758,0.103783784,0.934054056,0.752432434
dish_1560974707,471,cherry tomatoes,3.113513,0.56043234,0.006227026,0.121427007,0.028021617
dish_1560974707,251,tortilla chips,2.075676,9.635287992,0.317578428,1.529773212,0.178508136
dish_1560974707,47,corn,5.189189,4.98162144,0.077837835,1.08972969,0.176432426
dish_1560974707,52,cheese,3.113513,12.51632226,1.02745929,0.040475669,0.77837825
dish_1560974707,291,salt,0.064865,0.0,0.0,0.0,0.0
dish_1560974707,203,chili,0.259459,0.1037836,0.001037836,0.023091851,0.004670262
dish_1560974707,32,tomatoes,2.075676,0.70572984,0.014529732,0.141145968,0.014529732
dish_1560974707,122,garlic,0.518919,0.77318931,0.002594595,0.17124327,0.033210816
dish_1560974707,367,lime,1.037838,0.3113514,0.002075676,0.10897299,0.007264866
dish_1560974707,434,sour cream,2.075676,4.10983848,0.39437844,0.095481096,0.049816224
dish_1560974707,320,black beans,10.378379,13.69946028,0.051891895,2.459675823,0.923675731
dish_1564686855,31,cucumbers,10.612245,1.0612245,0.0,0.2122449,0.10612245
dish_1564686855,94,onions,4.244898,1.6979592,0.004244898,0.38204082,0.046693878
dish_1564686855,257,brownies,92.000000,428.812,26.496,45.816,5.704
dish_1564686855,244,chicken breast,122.000000,201.544,4.392,0.0,37.942
dish_1564686855,471,cherry tomatoes,8.489797,1.52816346,0.016979594,0.331102083,0.076408173
dish_1564686855,12,olives,25.000000,28.75,2.675,1.575,0.2
dish_1564686855,291,salt,0.530612,0.0,0.0,0.0,0.0
dish_1564686855,30,lettuce,21.224489,3.18367335,0.042448978,0.615510181,0.297142846
dish_1564686855,11,cheese pizza,105.000000,279.195,9.87,35.175,11.76
dish_1564686855,29,mixed greens,31.836735,8.9142858,0.12734694,1.687346955,0.70040817
dish_1564686855,367,lime,1.061225,0.3183675,0.00212245,0.111428625,0.007428575
dish_1564686855,312,pepper,0.265306,0.1061224,0.000530612,0.024673458,0.00530612
dish_1564686855,161,olive oil,8.489797,75.04980548,8.489797,0.0,0.0
dish_1564686855,189,vinegar,4.244898,0.0,0.0,0.0,0.0
dish_1565119669,72,kale,39.000000,19.11,0.273,3.51,1.287
dish_1565119669,485,zucchini,75.500000,11.325,0.302,2.0385,0.8305
dish_1565119669,517,chard,39.000000,7.41,0.078,1.443,0.702
dish_1565119669,529,chayote squash,75.500000,18.12,0.3775,3.8505,0.453
dish_1566417516,514,wheat berry,31.637630,28.7902433,0.15818815,6.04278733,1.32878046
dish_1566417516,335,eggplant,109.803925,27.2313734,0.21960785,6.478431575,1.09803925
dish_1566417516,471,cherry tomatoes,8.928233,1.60708194,0.017856466,0.348201087,0.080354097
dish_1566417516,29,mixed greens,32.508835,9.1024738,0.13003534,1.722968255,0.71519437
dish_1566417516,528,celery root,2.600707,1.09229694,0.007802121,0.239265044,0.039010605
dish_1566417516,291,salt,1.574782,0.0,0.0,0.0,0.0
dish_1566417516,126,mustard,0.406360,0.24909868,0.01340988,0.0243816,0.01503532
dish_1566417516,122,garlic,1.581882,2.35700418,0.00790941,0.52202106,0.101240448
dish_1566417516,161,olive oil,12.626979,111.62249436,12.626979,0.0,0.0
dish_1566417516,189,vinegar,2.600707,0.0,0.0,0.0,0.0
dish_1566417516,517,chard,14.236935,2.70501765,0.02847387,0.526766595,0.25626483
dish_1566417516,49,fish,158.188156,142.3693404,20.56446028,0.0,29.106620704
dish_1566417516,527,chive,0.395470,0.118641,0.00276829,0.01740068,0.01305051
dish_1566417516,133,shallots,3.163763,0.6327526,0.006327526,0.104404179,0.047456445
dish_1566417516,433,roasted potatoes,40.000000,56.4,2.72,7.2,0.84
dish_1566417516,524,parsley,1.581882,0.586878222,0.012655056,0.101240448,0.045874578
dish_1566417516,520,lemon juice,3.163763,0.53783971,0.0,0.177170728,0.012655052
dish_1558724031,471,cherry tomatoes,107.000000,19.26,0.214,4.173,0.963
dish_1558724031,37,cantaloupe,93.000000,31.62,0.186,7.44,0.744
dish_1558724031,77,almonds,51.000000,294.831,25.245,11.577,11.424
dish_1558724031,7,cauliflower,52.000000,13.0,0.156,2.6,0.936
dish_1558637393,77,almonds,128.000000,739.968,63.36,29.056,28.672
dish_1563393217,485,zucchini,39.333336,5.9000004,0.157333344,1.062000072,0.432666696
dish_1563393217,27,broccoli,39.333336,13.7666676,0.157333344,2.75333352,0.944000064
dish_1563393217,21,squash,39.333336,8.06333388,0.118000008,1.337333424,0.354000024
dish_1563393217,94,onions,35.000000,14.0,0.035,3.15,0.385
dish_1563393217,31,cucumbers,75.000000,7.5,0.0,1.5,0.75
dish_1562789268,462,pork,76.447876,181.94594488,10.70270264,0.0,19.87644776
dish_1562789268,205,corn on the cob,196.000000,207.956,4.704,43.12,6.076
dish_1562789268,23,brown rice,10.193050,11.3142855,0.09173745,2.3444015,0.2650193
dish_1562789268,520,lemon juice,0.509652,0.08664084,0.0,0.028540512,0.002038608
dish_1562789268,524,parsley,0.254826,0.094540446,0.002038608,0.016308864,0.007389954
dish_1562789268,521,basil,0.254826,0.06115824,0.0,0.00509652,0.01019304
dish_1562789268,133,shallots,0.509652,0.1019304,0.001019304,0.016818516,0.00764478
dish_1562789268,471,cherry tomatoes,2.548263,0.45868734,0.005096526,0.099382257,0.022934367
dish_1562789268,11,cheese pizza,55.000000,146.245,5.17,18.425,6.16
dish_1562789268,312,pepper,1.019305,0.407722,0.00203861,0.094795365,0.0203861
dish_1562789268,291,salt,0.127413,0.0,0.0,0.0,0.0
dish_1562789268,189,vinegar,0.509652,0.0,0.0,0.0,0.0
dish_1562789268,161,olive oil,2.038610,18.0213124,2.03861,0.0,0.0
dish_1562789268,94,onions,1.019305,0.407722,0.001019305,0.09173745,0.011212355
dish_1562789268,122,garlic,1.019305,1.51876445,0.005096525,0.33637065,0.06523552
